# {
#     "changing_threshold": 0.2,
#     "command": "/g100/home/userexternal/xdhori00/.conda/envs/majiq/bin/voila tsv --threshold 0.2 -j 30 output/splicegraph.sql output/oocyte-cumulus.deltapsi.voila -f ../output_tsv/PRJNA649934_voila.tsv",
#     "group_sizes": {
#         "cumulus": 4,
#         "oocyte": 6
#     },
#     "non_changing_threshold": 0.05,
#     "voila_version": "2.4.dev102+g2cae1507"
# }
gene_name	gene_id	lsv_id	mean_dpsi_per_lsv_junction	probability_changing	probability_non_changing	oocyte_mean_psi	cumulus_mean_psi	lsv_type	num_junctions	num_exons	de_novo_junctions	seqid	strand	junctions_coords	exons_coords	ir_coords	ucsc_lsv_link
ELL2	ENSG00000118985.16	ENSG00000118985.16:t:95919424-95919545	-0.2033;0.0916;0.0638;0.0000	5.545e-01;9.287e-08;3.132e-20;5.227e-21	8.497e-09;7.467e-02;3.145e-01;1.000e+00	0.9957;0.0014;0.0014;0.0014	0.7790;0.1125;0.0894;0.0183	t|1e1.1o1|1e2.1o2|1e2.2o2|i	4	3	0;1;0;1	chr5	-	95919545-95943002;95919545-95932664;95919545-95932632;95919546-95932631	95919424-95919545;95932632-95932713;95942918-95943049	95919546-95932631	http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr5%3A95943049-95919424
TRMT13	ENSG00000122435.11	ENSG00000122435.11:s:100140408-100140812	-0.0450;0.2604;-0.1338;-0.0398	4.682e-10;8.156e-01;1.249e-01;2.527e-03	4.295e-01;2.273e-04;2.595e-02;2.804e-01	0.0777;0.5794;0.1951;0.1555	0.0066;0.8442;0.0493;0.1023	s|1e1.1o4|1e1.2o4|1e1.3o4|1e1.4o4	4	2	1;0;1;1	chr1	+	100140514-100140845;100140514-100140852;100140514-100140865;100140514-100140967	100140408-100140812;100140845-100141019		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr1%3A100141019-100140408
MORF4L2	ENSG00000123562.18	ENSG00000123562.18:s:103684974-103685505	-0.1747;0.2101;0.0494;-0.1436;0.0002;0.0001	2.763e-01;6.204e-01;2.764e-20;8.391e-02;5.298e-21;5.258e-21	4.489e-05;9.751e-09;4.782e-01;5.062e-03;9.902e-01;9.956e-01	0.3501;0.1141;0.0195;0.5164;0.0021;0.0003	0.1713;0.3141;0.0594;0.3681;0.0438;0.0413	s|1e1.1o1|1e2.1o3|1e2.2o3|1e2.3o3|1e3.1o29|i	6	4	0;0;1;0;0;1	chrX	-	103684729-103685171;103678651-103685171;103678620-103685171;103678600-103685171;103677051-103685171;103684730-103684973	103675496-103677051;103678499-103678651;103684681-103684729;103684974-103685505	103684730-103684973	http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chrX%3A103685505-103675496
MORF4L2	ENSG00000123562.18	ENSG00000123562.18:t:103678499-103678651	0.2232;-0.0172;0.0505;0.0000;-0.0997;-0.1526;0.0000	7.342e-01;3.456e-11;2.812e-20;5.226e-21;4.287e-03;1.083e-01;5.226e-21	1.413e-11;5.531e-01;4.763e-01;1.000e+00;6.815e-02;1.836e-03;1.000e+00	0.1069;0.1234;0.0181;0.0019;0.4765;0.2746;0.0002	0.3255;0.0997;0.0619;0.0117;0.3806;0.1127;0.0117	t|1e1.1o1|1e2.1o1|2e1.1o1|2e2.1o1|3e1.1o1|3e2.1o1|i	7	3	0;0;1;0;0;0;1	chrX	-	103678651-103685171;103678651-103684681;103678620-103685171;103678620-103684681;103678600-103685171;103678600-103684681;103678652-103684680	103678499-103678651;103684681-103684729;103684974-103685505	103678652-103684680	http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chrX%3A103685505-103678499
DMAC2L	ENSG00000125375.18	ENSG00000125375.18:s:50312324-50313060	0.2973;-0.0837;0.0002;-0.1634	8.955e-01;1.025e-01;4.634e-10;2.150e-01	5.121e-05;1.089e-01;9.872e-01;1.558e-03	0.1055;0.6870;0.0147;0.1858	0.4161;0.5722;0.0068;0.0024	s|1e1.1o1|1e2.1o1|2e1.1o1|2e2.1o1	4	3	0;0;0;0	chr14	+	50312389-50314591;50312389-50321483;50313060-50314591;50313060-50321483	50312324-50313060;50314591-50314626;50321483-50321594		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr14%3A50321594-50312324
DMAC2L	ENSG00000125375.18	ENSG00000125375.18:t:50321483-50321594	-0.1763;-0.1311;0.3557;-0.0039	3.848e-01;4.675e-02;9.864e-01;7.210e-21	1.118e-02;1.376e-02;2.122e-07;8.218e-01	0.5725;0.1528;0.2334;0.0375	0.3843;0.0016;0.5830;0.0258	t|1e1.1o2|1e1.2o2|1e2.1o1|1e3.1o1	4	4	0;0;0;0	chr14	+	50312389-50321483;50313060-50321483;50314626-50321483;50321376-50321483	50312324-50313060;50314591-50314626;50321319-50321376;50321483-50321594		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr14%3A50321594-50312324
XRCC4	ENSG00000152422.16	ENSG00000152422.16:s:83258530-83259339	-0.9051;-0.0154;0.9451	1.000e+00;9.879e-04;1.000e+00	0.000e+00;5.531e-01;2.124e-21	0.9074;0.0473;0.0326	0.0248;0.0050;0.9705	s|1e1.1o1|1e2.1o2|1e2.2o2	3	3	0;0;0	chr5	+	83258677-83310789;83258677-83353125;83258677-83353131	83258530-83259339;83310789-83311069;83353125-83353787		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr5%3A83353787-83258530
XRCC4	ENSG00000152422.16	ENSG00000152422.16:t:83104908-83105058	0.1607;-0.0006;0.2679;-0.4634	3.775e-01;1.648e-06;7.849e-01;1.000e+00	2.773e-02;8.828e-01;3.931e-04;6.772e-14	0.4905;0.0298;0.0016;0.4720	0.6868;0.0154;0.3000;0.0034	t|1e1.1o2|1e1.2o2|1e2.1o1|1e3.1o1	4	4	0;0;1;1	chr5	+	83077615-83104910;83077662-83104910;83096263-83104910;83100023-83104910	na-83096263;na-83100023;83077498-83077662;83104908-83105058		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr5%3A83105058-83077498
RABGEF1	ENSG00000154710.18	ENSG00000154710.18:s:66768831-66769025	-0.7128;0.7128	1.000e+00;1.000e+00	3.853e-11;4.821e-11	0.8456;0.1544	0.1504;0.8496	s|1e1.1o1|1e2.1o1	2	3	0;0	chr7	+	66769025-66770323;66769025-66771883	66768831-66769025;66770323-66770467;66771883-66772078		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr7%3A66772078-66768831
RABGEF1	ENSG00000154710.18	ENSG00000154710.18:t:66771883-66772078	-0.1066;0.0000;0.2778;-0.1236	1.818e-01;5.490e-21;8.172e-01;1.802e-01	7.162e-02;9.995e-01;4.979e-04;4.812e-02	0.6380;0.0018;0.1095;0.2500	0.4975;0.0027;0.4069;0.0934	t|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o1	4	5	0;0;0;0	chr7	+	66740792-66771883;66756077-66771883;66769025-66771883;66770467-66771883	66739996-66740792;66755889-66756077;66768831-66769025;66770323-66770467;66771883-66772078		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr7%3A66772078-66739996
ZCCHC10	ENSG00000155329.12	ENSG00000155329.12:s:133022841-133022906	0.2539;-0.2539	7.998e-01;7.998e-01	1.018e-04;1.018e-04	0.2817;0.7183	0.5454;0.4546	s|1e1.1o1|1e2.1o1	2	3	0;0	chr5	-	133019203-133022841;133006920-133022841	133006759-133006920;133019038-133019203;133022841-133022906		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr5%3A133022906-133006759
ZCCHC10	ENSG00000155329.12	ENSG00000155329.12:s:133026493-133026604	0.1977;0.0000;-0.2078;0.0000;0.0000	4.863e-01;5.487e-21;5.519e-01;5.487e-21;5.488e-21	2.707e-03;1.000e+00;1.721e-03;1.000e+00;9.999e-01	0.4615;0.0004;0.5352;0.0004;0.0027	0.6584;0.0045;0.3271;0.0007;0.0080	s|1e1.1o1|1e2.1o1|1e3.1o1|2e2.1o1|2e3.1o1	5	4	0;0;0;0;0	chr5	-	133022906-133026497;133011455-133026497;133006920-133026497;133011455-133026493;133006920-133026493	133006759-133006920;133011339-133011455;133022841-133022906;133026493-133026604		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr5%3A133026604-133006759
SFR1	ENSG00000156384.15	ENSG00000156384.15:t:104122965-104123363	0.5994;-0.5994	9.998e-01;9.998e-01	3.619e-08;3.609e-08	0.3500;0.6500	0.9425;0.0575	t|1e1.1o1|1e2.1o1	2	3	0;0	chr10	+	104122154-104122965;104122196-104122965	104122058-104122154;104122171-104122196;104122965-104123363		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr10%3A104123363-104122058
DEDD	ENSG00000158796.17	ENSG00000158796.17:t:161130815-161130847	0.5039;-0.4509;-0.0295;0.0018	9.954e-01;9.859e-01;2.070e-03;1.362e-06	2.281e-06;1.671e-05;4.344e-01;9.226e-01	0.2632;0.6537;0.0643;0.0071	0.7639;0.2035;0.0036;0.0200	t|1e1.1o1|1e2.1o1|1e3.1o2|2e1.1o1	4	4	0;0;0;0	chr1	-	161130847-161132551;161130847-161132391;161130847-161131006;161130843-161132551	161130815-161130847;161130954-161131182;161132391-161132476;161132551-161132688		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr1%3A161132688-161130815
B3GALNT2	ENSG00000162885.14	ENSG00000162885.14:s:235494681-235494828	0.3647;-0.3647	9.990e-01;9.990e-01	2.445e-07;2.435e-07	0.6116;0.3884	0.9892;0.0108	s|1e1.1o1|1e2.1o1	2	3	0;0	chr1	-	235489268-235494681;235484515-235494681	235484322-235485264;235489168-235489268;235494681-235494828		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr1%3A235494828-235484322
B3GALNT2	ENSG00000162885.14	ENSG00000162885.14:t:235484322-235485264	-0.3371;0.3371	9.982e-01;9.982e-01	1.389e-07;1.397e-07	0.3615;0.6385	0.0106;0.9894	t|1e1.1o1|1e2.1o1	2	3	0;0	chr1	-	235484515-235494681;235484515-235489168	235484322-235485264;235489168-235489268;235494681-235494828		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr1%3A235494828-235484322
CTSB	ENSG00000164733.22	ENSG00000164733.22:s:11847052-11847168	-0.2581;0.2594;-0.0000	8.836e-01;8.888e-01;5.487e-21	1.557e-11;2.585e-20;1.000e+00	0.2810;0.7177;0.0013	0.0095;0.9902;0.0002	s|1e1.1o1|1e2.1o2|1e2.2o2	3	3	0;0;0	chr8	-	11846616-11847052;11845789-11847052;11845786-11847052	11845661-11845789;11846064-11846616;11847052-11847168		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr8%3A11847168-11845661
ARHGAP12	ENSG00000165322.18	ENSG00000165322.18:s:31861395-31861658	-0.2142;0.2142	6.104e-01;6.104e-01	4.118e-03;4.118e-03	0.9025;0.0975	0.6803;0.3197	s|1e1.1o1|1e2.1o1	2	3	0;0	chr10	-	31854206-31861395;31852597-31861395	31852517-31852597;31854066-31854206;31861395-31861658		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr10%3A31861658-31852517
ARHGAP12	ENSG00000165322.18	ENSG00000165322.18:t:31852517-31852597	0.2341;-0.2341	6.738e-01;6.738e-01	2.279e-03;2.279e-03	0.0921;0.9079	0.3316;0.6684	t|1e1.1o1|1e2.1o1	2	3	0;0	chr10	-	31852597-31861395;31852597-31854066	31852517-31852597;31854066-31854206;31861395-31861658		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr10%3A31861658-31852517
IFTAP	ENSG00000166352.18	ENSG00000166352.18:s:36610081-36610239	-0.2870;0.0000;0.0000;0.2815	9.743e-01;5.487e-21;5.487e-21;9.684e-01	2.893e-11;1.000e+00;1.000e+00;5.661e-11	0.9696;0.0008;0.0008;0.0289	0.6856;0.0007;0.0059;0.3071	s|1e1.1o2|1e1.2o2|1e2.1o1|1e3.1o1	4	4	0;0;0;0	chr11	+	36610239-36633284;36610239-36633286;36610239-36636051;36610239-36648016	36610081-36610239;36633284-36633438;36635429-36636117;36648016-36651020		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr11%3A36651020-36610081
IFTAP	ENSG00000166352.18	ENSG00000166352.18:t:36648016-36651020	-0.0000;0.3024;0.0028;-0.3371	5.488e-21;9.891e-01;6.307e-21;9.981e-01	1.000e+00;8.714e-12;8.972e-01;1.077e-14	0.0066;0.0275;0.0008;0.9657	0.0034;0.3254;0.0344;0.6379	t|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o1	4	5	0;0;0;0	chr11	+	36594592-36648016;36610239-36648016;36633438-36648016;36636117-36648016	36594369-36594592;36610081-36610239;36633284-36633438;36635429-36636117;36648016-36651020		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr11%3A36651020-36594369
ARL13B	ENSG00000169379.17	ENSG00000169379.17:t:94003659-94005031	0.0087;0.6638;-0.7416;0.0221	1.143e-04;1.000e+00;1.000e+00;1.718e-02	7.026e-01;4.123e-11;1.789e-13;3.273e-01	0.0035;0.0553;0.8274;0.1076	0.0369;0.6915;0.1074;0.1293	t|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o1	4	5	0;0;0;0	chr3	+	93980482-94003659;93995944-94003659;93996684-94003659;93997301-94003659	93980139-93980482;93995874-93995944;93996548-93996684;93997247-93997301;94003659-94005031		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr3%3A94005031-93980139
TPRG1	ENSG00000188001.10	ENSG00000188001.10:t:189127053-189127210	-0.0282;0.0125;0.0001;-0.5002;0.5370;0.0001	3.464e-07;1.664e-03;5.211e-07;1.000e+00;9.999e-01;5.211e-07	5.577e-01;5.976e-01;9.930e-01;3.542e-14;5.527e-09;9.930e-01	0.0565;0.0119;0.0001;0.5121;0.4059;0.0144	0.0043;0.0481;0.0043;0.0043;0.9370;0.0043	t|1e2.1o1|1e3.1o1|2e1.1o1|2e2.1o1|2e3.1o1|3e2.1o1	6	4	1;1;0;0;0;1	chr3	+	189100204-189127053;189123700-189127053;189023946-189127057;189100204-189127057;189123700-189127057;189100204-189127146	189023750-189023946;189100121-189100204;189123579-189123700;189127053-189127210		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr3%3A189127210-189023750
GDAP2	ENSG00000196505.11	ENSG00000196505.11:s:117906506-117906582	-0.2089;0.2089	5.510e-01;5.510e-01	6.274e-03;6.274e-03	0.2881;0.7119	0.0490;0.9510	s|1e1.1o1|1e2.1o1	2	3	1;0	chr1	-	117904286-117906506;117899216-117906506	na-117904286;117899057-117899216;117906506-117906582		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr1%3A117906582-117899057
MRTFA	ENSG00000196588.21	ENSG00000196588.21:s:40636478-40636719	-0.2640;-0.0000;0.2666	7.858e-01;1.057e-10;7.949e-01	1.562e-03;9.985e-01;1.429e-03	0.8790;0.0043;0.1170	0.6180;0.0021;0.3799	s|1e1.1o1|1e2.1o1|1e3.1o1	3	4	0;0;0	chr22	-	40594735-40636478;40587578-40636478;40552367-40636478	40552106-40552367;40587143-40587578;40594674-40594735;40636478-40636719		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr22%3A40636719-40552106
TBCE	ENSG00000284770.2	ENSG00000284770.2:s:235401503-235401587	-0.2720;0.2768;-0.0000	9.329e-01;9.465e-01;5.488e-21	3.012e-08;3.043e-08;1.000e+00	0.2998;0.6962;0.0045	0.0125;0.9857;0.0021	s|1e1.1o1|1e2.1o1|1e3.2o2	3	4	1;0;0	chr1	+	235401587-235406167;235401587-235414433;235401587-235419473	235401503-235401587;235406167-na;235414433-235414469;235419079-235419561		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr1%3A235419561-235401503
ABCF2-H2BK1	ENSG00000285292.1	ENSG00000285292.1:s:151215604-151215732	-0.8295;0.8294	1.000e+00;1.000e+00	0.000e+00;6.045e-21	0.8332;0.1668	0.0075;0.9925	s|1e2.1o1|2e1.1o1	2	3	1;0	chr7	-	151210339-151215680;151215082-151215604	na-151210339;151214879-151215082;151215604-151215732		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr7%3A151215732-151210329
ING3	ENSG00000071243.16	ENSG00000071243.16:s:120955559-120955624	0.4545;0.0246;-0.4883;-0.0028	1.000e+00;4.006e-07;1.000e+00;8.438e-21	3.024e-18;5.292e-01;0.000e+00;7.420e-01	0.1135;0.0229;0.8223;0.0430	0.5517;0.0577;0.3526;0.0337	s|1e1.1o2|1e1.2o2|1e2.1o1|1e3.1o1	4	4	0;1;0;0	chr7	+	120955624-120956160;120955624-120956163;120955624-120964742;120955624-120966626	120955559-120955624;120956160-120956980;120964742-120964838;120966626-120966697		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr7%3A120966697-120955559
XRCC5	ENSG00000079246.16	ENSG00000079246.16:t:216190225-216190334	0.3686;-0.3686	9.835e-01;9.835e-01	8.919e-08;8.938e-08	0.6128;0.3872	0.9987;0.0013	t|1e1.1o1|1e2.1o1	2	3	0;1	chr2	+	216162048-216190225;216170903-216190225	na-216170903;216161979-216162048;216190225-216190334		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr2%3A216190334-216161979
MAP3K20	ENSG00000091436.17	ENSG00000091436.17:s:173191040-173191177	-0.5551;0.5551	1.000e+00;1.000e+00	0.000e+00;1.564e-20	0.5563;0.4437	0.0012;0.9988	s|1e1.1o1|1e2.1o1	2	3	1;0	chr2	+	173191177-173192221;173191177-173198026	173191040-173191177;173192221-na;173198026-173198112		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr2%3A173198112-173191040
PPP2R3C	ENSG00000092020.11	ENSG00000092020.11:s:35121902-35122101	0.0000;-0.3203;0.0000;0.3194	5.487e-21;9.981e-01;5.487e-21;9.981e-01	1.000e+00;0.000e+00;1.000e+00;5.859e-19	0.0003;0.9667;0.0003;0.0328	0.0006;0.6533;0.0006;0.3455	s|1e1.1o1|1e2.1o1|1e3.1o2|1e3.2o2	4	4	0;0;0;0	chr14	-	35117176-35121902;35116737-35121902;35110650-35121902;35110629-35121902	35110525-35110650;35116610-35116737;35117074-35117176;35121902-35122101		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr14%3A35122101-35110525
PPP2R3C	ENSG00000092020.11	ENSG00000092020.11:t:35110525-35110650	0.0000;0.3088;-0.3086	5.487e-21;9.893e-01;9.894e-01	1.000e+00;1.115e-14;3.553e-15	0.0006;0.0497;0.9497	0.0008;0.3600;0.6392	t|1e1.1o1|2e1.1o1|2e2.1o1	3	3	0;0;0	chr14	-	35110650-35121902;35110629-35121902;35110629-35116610	35110525-35110650;35116610-35116737;35121902-35122101		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr14%3A35122101-35110525
NXT2	ENSG00000101888.12	ENSG00000101888.12:t:109538045-109538131	-0.2018;0.2018	4.902e-01;4.902e-01	4.139e-03;4.139e-03	0.9524;0.0476	0.7490;0.2510	t|1e1.1o1|1e2.1o1	2	3	0;0	chrX	+	109537021-109538045;109537270-109538045	109536844-109537021;109537118-109537270;109538045-109538131		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chrX%3A109538131-109536844
SSBP1	ENSG00000106028.11	ENSG00000106028.11:t:141739124-141741690	0.3057;0.0481;-0.3541;-0.0165;0.0000;0.0000;0.0000	9.686e-01;4.667e-04;9.986e-01;1.128e-20;5.487e-21;5.487e-21;5.487e-21	7.465e-09;2.776e-01;9.437e-15;6.220e-01;1.000e+00;1.000e+00;1.000e+00	0.2108;0.2240;0.4954;0.0648;0.0004;0.0004;0.0004	0.5184;0.2938;0.1473;0.0429;0.0002;0.0017;0.0002	t|1e1.1o4|1e1.2o4|1e1.3o4|1e1.4o4|1e2.1o3|1e2.2o3|1e2.3o3	7	3	0;0;0;0;0;0;0	chr7	+	141738410-141739124;141738503-141739124;141738575-141739124;141738593-141739124;141738678-141739124;141738944-141739124;141738998-141739124	141738334-141738593;141738600-141738998;141739124-141741690		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr7%3A141741690-141738334
PLGRKT	ENSG00000107020.10	ENSG00000107020.10:s:5431897-5431983	-0.2366;-0.0130;0.2872	7.805e-01;9.146e-10;9.700e-01	1.045e-09;6.777e-01;6.445e-20	0.2609;0.0505;0.6859	0.0006;0.0024;0.9970	s|1e1.1o1|1e2.1o1|1e3.1o1	3	4	0;0;0	chr9	-	5392649-5431897;5382031-5431897;5361888-5431897	5361758-5361888;5381863-5382031;5392333-5392649;5431897-5431983		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr9%3A5431983-5361758
ERGIC1	ENSG00000113719.17	ENSG00000113719.17:s:172897002-172897074	-0.8786;-0.0000;-0.0000;0.8851;-0.0000	1.000e+00;1.055e-10;1.055e-10;1.000e+00;1.055e-10	0.000e+00;9.993e-01;9.993e-01;3.894e-21;9.993e-01	0.8862;0.0025;0.0025;0.1071;0.0025	0.0079;0.0007;0.0007;0.9867;0.0041	s|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o1|1e5.2o2	5	6	0;0;0;0;0	chr5	+	172897074-172897836;172897074-172904404;172897074-172906122;172897074-172909667;172897074-172914714	172897002-172897074;172897836-172898585;172904404-172904486;172906060-172906180;172909667-172910508;172914565-172914838		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr5%3A172914838-172897002
SRSF7	ENSG00000115875.19	ENSG00000115875.19:s:38749529-38749705	-0.0000;0.1484;0.0000;-0.2799;0.1026	5.226e-21;7.763e-03;5.226e-21;9.816e-01;3.994e-20	1.000e+00;3.692e-04;1.000e+00;0.000e+00;8.145e-03	0.0098;0.0252;0.0005;0.9641;0.0005	0.0100;0.1663;0.0019;0.6946;0.1235	s|1e2.2o2|2e1.1o2|2e1.2o2|2e2.1o2|i	5	3	1;0;0;0;0	chr2	-	38748602-38749691;38749346-38749529;38749173-38749529;38748653-38749529;38749347-38749528	38748579-38748653;38748898-38749346;38749529-38749705	38749347-38749528	http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr2%3A38749705-38748579
ACOT9	ENSG00000123130.17	ENSG00000123130.17:s:23735886-23736016	0.5506;-0.5514;-0.0000	1.000e+00;1.000e+00;5.487e-21	1.607e-20;0.000e+00;1.000e+00	0.0012;0.9976;0.0012	0.5655;0.4338;0.0007	s|1e1.1o1|1e2.1o2|2e2.2o2	3	3	0;0;0	chrX	-	23734367-23735919;23733217-23735919;23733211-23735886	23733172-23733217;23734341-23734367;23735886-23736016		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chrX%3A23736016-23733172
ACOT9	ENSG00000123130.17	ENSG00000123130.17:t:23733172-23733217	0.0343;-0.5914;0.5244;-0.0000	1.576e-20;1.000e+00;1.000e+00;5.487e-21	5.118e-01;0.000e+00;1.697e-20;1.000e+00	0.0249;0.9734;0.0009;0.0009	0.0677;0.3934;0.5379;0.0005	t|1e1.1o1|1e2.1o2|1e3.1o1|2e2.2o2	4	4	0;0;0;0	chrX	-	23733217-23743125;23733217-23735919;23733217-23734341;23733211-23735886	23733172-23733217;23734341-23734367;23735886-23736016;23743125-23743290		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chrX%3A23743290-23733172
MTRR	ENSG00000124275.15	ENSG00000124275.15:s:7870770-7870923	0.0000;0.3469;-0.3469	5.496e-21;9.120e-01;9.122e-01	9.988e-01;5.555e-04;5.502e-04	0.0034;0.2903;0.7063	0.0035;0.6598;0.3370	s|1e1.1o1|1e2.1o1|1e3.1o1	3	4	0;0;0	chr5	+	7870923-7872230;7870923-7873373;7870923-7875258	7870770-7870923;7872230-7872305;7873373-7873526;7875162-7875375		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr5%3A7875375-7870770
MTRR	ENSG00000124275.15	ENSG00000124275.15:t:7875162-7875375	0.0000;-0.0004;-0.3572;0.0000;0.3677	5.492e-21;1.244e-08;9.384e-01;5.492e-21;9.512e-01	9.993e-01;9.827e-01;1.529e-04;9.993e-01;1.009e-04	0.0022;0.0118;0.6995;0.0022;0.2790	0.0022;0.0022;0.3334;0.0022;0.6600	t|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o2|1e4.2o2	5	5	0;0;0;0;0	chr5	+	7862057-7875258;7869215-7875258;7870923-7875258;7873512-7875258;7873526-7875258	7861951-7862057;7869194-7869215;7870770-7870923;7873373-7873526;7875162-7875375		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr5%3A7875375-7861951
IAH1	ENSG00000134330.19	ENSG00000134330.19:t:9475674-9476039	-0.7584;-0.0362;0.8413;0.0000;-0.0000	1.000e+00;1.740e-20;1.000e+00;5.487e-21;5.488e-21	0.000e+00;5.186e-01;6.151e-21;1.000e+00;9.999e-01	0.7685;0.0641;0.1563;0.0003;0.0150	0.0116;0.0004;0.9871;0.0004;0.0004	t|1e1.1o2|1e1.2o2|1e2.1o1|1e3.1o2|1e3.2o2	5	4	0;1;0;0;0	chr2	+	9473899-9475987;9474079-9475987;9474647-9475987;9475147-9475987;9475217-9475987	9473658-9474079;9474537-9474647;9474858-9475217;9475674-9476039		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr2%3A9476039-9473658
IAH1	ENSG00000134330.19	ENSG00000134330.19:t:9478222-9478370	-0.4344;0.0597;0.3770;0.0000;0.0000;0.0000	1.000e+00;2.340e-20;1.000e+00;5.487e-21;5.487e-21;5.487e-21	0.000e+00;3.420e-01;2.504e-20;1.000e+00;1.000e+00;1.000e+00	0.4500;0.0056;0.5209;0.0006;0.0001;0.0226	0.0002;0.0885;0.8945;0.0043;0.0002;0.0109	t|1e1.1o2|1e2.1o1|1e4.1o1|2e2.1o1|2e3.2o2|2e4.1o1	6	5	0;0;0;0;0;0	chr2	+	9473899-9478222;9474647-9478222;9476039-9478222;9474647-9478254;9475217-9478254;9476039-9478254	9473658-9474079;9474537-9474647;9474858-9475217;9475674-9476039;9478222-9478370		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr2%3A9478370-9473658
MARCHF7	ENSG00000136536.15	ENSG00000136536.15:t:159729009-159729175	0.1450;0.1964;-0.3516;0.0053	1.361e-01;4.908e-01;9.994e-01;7.686e-12	1.223e-02;3.547e-03;1.454e-14;7.618e-01	0.0991;0.4606;0.3699;0.0631	0.2461;0.6711;0.0093;0.0778	t|1e1.1o2|1e1.2o2|1e2.1o1|1e3.1o1	4	4	0;0;1;0	chr2	+	159712606-159729009;159712661-159729009;159715631-159729009;159715766-159729009	159712457-159712661;159715533-159715631;159715681-159715766;159729009-159729175		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr2%3A159729175-159712457
RABGGTB	ENSG00000137955.16	ENSG00000137955.16:t:75787496-75788783	-0.3461;0.1283;0.0899;0.0204;0.0045	9.609e-01;1.436e-01;4.684e-02;9.952e-04;1.761e-05	9.357e-06;4.029e-02;1.067e-01;5.023e-01;8.269e-01	0.9639;0.0172;0.0147;0.0016;0.0016	0.6127;0.1672;0.1285;0.0560;0.0300	t|1e1.1o1|1e2.1o4|1e2.2o4|1e2.3o4|1e2.4o4	5	3	0;0;0;0;0	chr1	+	75786274-75787497;75786797-75787497;75786865-75787497;75786916-75787497;75786965-75787497	75786197-75786274;75786699-75786965;75787496-75788783		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr1%3A75788783-75786197
