#miRNA	read_count	precursor	total	cc1	cc2	cc3	mm1	mm2	mm3	cc1(norm)	cc2(norm)	cc3(norm)	mm1(norm)	mm2(norm)	mm3(norm)
hsa-miR-4804-3p	4.00	hsa-mir-4804	4.00	0	1.00	3.00	0	0	0	0	0.40	4.55	0	0	0
hsa-miR-4804-5p	4.00	hsa-mir-4804	4.00	1.00	1.00	1.00	1.00	0	0	0.64	0.40	1.52	0.23	0	0
hsa-miR-483-3p	709.00	hsa-mir-483	709.00	21.00	59.00	31.00	305.00	126.00	167.00	13.51	23.34	47.06	68.93	62.22	83.37
hsa-miR-483-5p	416.00	hsa-mir-483	416.00	32.00	71.00	42.00	98.00	124.00	49.00	20.58	28.09	63.76	22.15	61.23	24.46
hsa-miR-484	5888.00	hsa-mir-484	5888.00	745.00	590.00	281.00	2702.00	893.00	677.00	479.20	233.39	426.56	610.65	440.98	337.96
hsa-miR-485-5p	89.00	hsa-mir-485	89.00	8.00	43.00	12.00	10.00	9.00	7.00	5.15	17.01	18.22	2.26	4.44	3.49
hsa-miR-485-3p	74.00	hsa-mir-485	74.00	21.00	13.00	8.00	14.00	10.00	8.00	13.51	5.14	12.14	3.16	4.94	3.99
hsa-miR-486-3p	38.00	hsa-mir-486-1	38.00	8.00	5.00	1.00	3.00	21.00	0	5.15	1.98	1.52	0.68	10.37	0
hsa-miR-486-5p	197305.00	hsa-mir-486-1	197305.00	21450.00	9861.00	1511.00	67844.00	90783.00	5856.00	13797.22	3900.70	2293.70	15332.75	44829.83	2923.30
hsa-miR-486-3p	39.00	hsa-mir-486-2	39.00	8.00	5.00	1.00	3.00	22.00	0	5.15	1.98	1.52	0.68	10.86	0
hsa-miR-486-5p	198408.00	hsa-mir-486-2	198408.00	21493.00	9929.00	1520.00	68225.00	91353.00	5888.00	13824.88	3927.60	2307.36	15418.86	45111.30	2939.27
hsa-miR-487a-3p	60.00	hsa-mir-487a	60.00	2.00	1.00	1.00	29.00	6.00	21.00	1.29	0.40	1.52	6.55	2.96	10.48
hsa-miR-487a-5p	5.00	hsa-mir-487a	5.00	0	0	0	4.00	1.00	0	0	0	0	0.90	0.49	0
hsa-miR-487b-3p	208.00	hsa-mir-487b	208.00	11.00	11.00	5.00	92.00	38.00	51.00	7.08	4.35	7.59	20.79	18.76	25.46
hsa-miR-487b-5p	2.00	hsa-mir-487b	2.00	0	0	0	1.00	1.00	0	0	0	0	0.23	0.49	0
hsa-miR-488-5p	52.00	hsa-mir-488	52.00	8.00	13.00	1.00	20.00	5.00	5.00	5.15	5.14	1.52	4.52	2.47	2.50
hsa-miR-488-3p	15.00	hsa-mir-488	15.00	5.00	0	2.00	6.00	2.00	0	3.22	0	3.04	1.36	0.99	0
hsa-miR-489-3p	1.00	hsa-mir-489	1.00	0	0	0	0	1.00	0	0	0	0	0	0.49	0
hsa-miR-489-5p	0.00	hsa-mir-489	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-490-3p	2.00	hsa-mir-490	2.00	0	1.00	0	0	0	1.00	0	0.40	0	0	0	0.50
hsa-miR-490-5p	0.00	hsa-mir-490	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-491-5p	28.00	hsa-mir-491	28.00	4.00	8.00	1.00	11.00	3.00	1.00	2.57	3.16	1.52	2.49	1.48	0.50
hsa-miR-491-3p	2.00	hsa-mir-491	2.00	0	0	0	1.00	0	1.00	0	0	0	0.23	0	0.50
hsa-miR-492	0.00	hsa-mir-492	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-493-3p	487.00	hsa-mir-493	487.00	46.00	114.00	29.00	155.00	40.00	103.00	29.59	45.09	44.02	35.03	19.75	51.42
hsa-miR-493-5p	691.00	hsa-mir-493	691.00	76.00	55.00	24.00	236.00	111.00	189.00	48.89	21.76	36.43	53.34	54.81	94.35
hsa-miR-494-5p	2.00	hsa-mir-494	2.00	0	2.00	0	0	0	0	0	0.79	0	0	0	0
hsa-miR-494-3p	1551.00	hsa-mir-494	1551.00	81.00	114.00	34.00	576.00	377.00	369.00	52.10	45.09	51.61	130.18	186.17	184.20
hsa-miR-495-5p	1.00	hsa-mir-495	1.00	1.00	0	0	0	0	0	0.64	0	0	0	0	0
hsa-miR-495-3p	306.00	hsa-mir-495	306.00	61.00	13.00	17.00	121.00	46.00	48.00	39.24	5.14	25.81	27.35	22.72	23.96
hsa-miR-496	19.00	hsa-mir-496	19.00	1.00	2.00	1.00	12.00	0	3.00	0.64	0.79	1.52	2.71	0	1.50
hsa-miR-497-3p	1.00	hsa-mir-497	1.00	0	0	0	1.00	0	0	0	0	0	0.23	0	0
hsa-miR-497-5p	220.00	hsa-mir-497	220.00	38.00	56.00	7.00	77.00	19.00	23.00	24.44	22.15	10.63	17.40	9.38	11.48
hsa-miR-498-5p	0.00	hsa-mir-498	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-498-3p	0.00	hsa-mir-498	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4999-5p	6.00	hsa-mir-4999	6.00	0	2.00	0	3.00	1.00	0	0	0.79	0	0.68	0.49	0
hsa-miR-4999-3p	0.00	hsa-mir-4999	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-499a-5p	57.00	hsa-mir-499a	57.00	10.00	14.00	1.00	22.00	2.00	8.00	6.43	5.54	1.52	4.97	0.99	3.99
hsa-miR-499a-3p	0.00	hsa-mir-499a	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-499b-3p	0.00	hsa-mir-499b	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-499b-5p	0.00	hsa-mir-499b	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-5000-3p	5.00	hsa-mir-5000	5.00	0	3.00	0	2.00	0	0	0	1.19	0	0.45	0	0
hsa-miR-5000-5p	1.00	hsa-mir-5000	1.00	1.00	0	0	0	0	0	0.64	0	0	0	0	0
hsa-miR-5001-5p	0.00	hsa-mir-5001	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-5001-3p	13.00	hsa-mir-5001	13.00	1.00	1.00	1.00	7.00	0	3.00	0.64	0.40	1.52	1.58	0	1.50
hsa-miR-5002-5p	0.00	hsa-mir-5002	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-5002-3p	0.00	hsa-mir-5002	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-5003-3p	3.00	hsa-mir-5003	3.00	0	0	0	1.00	2.00	0	0	0	0	0.23	0.99	0
hsa-miR-5003-5p	1.00	hsa-mir-5003	1.00	0	0	0	1.00	0	0	0	0	0	0.23	0	0
hsa-miR-5004-3p	1.00	hsa-mir-5004	1.00	0	1.00	0	0	0	0	0	0.40	0	0	0	0
hsa-miR-5004-5p	0.00	hsa-mir-5004	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-5006-5p	0.00	hsa-mir-5006	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-5006-3p	7.00	hsa-mir-5006	7.00	0	1.00	0	5.00	1.00	0	0	0.40	0	1.13	0.49	0
hsa-miR-5007-3p	0.00	hsa-mir-5007	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-5007-5p	0.00	hsa-mir-5007	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-5008-5p	0.00	hsa-mir-5008	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-5008-3p	0.00	hsa-mir-5008	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-5009-3p	0.00	hsa-mir-5009	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-5009-5p	0.00	hsa-mir-5009	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-500a-3p	5789.00	hsa-mir-500a	5789.00	612.00	1227.00	271.00	2054.00	910.00	715.00	393.65	485.36	411.38	464.20	449.37	356.93
hsa-miR-500b-5p	42.00	hsa-mir-500a	42.00	6.00	1.00	0	26.00	6.00	3.00	3.86	0.40	0	5.88	2.96	1.50
hsa-miR-500a-5p	66.00	hsa-mir-500a	66.00	8.00	4.00	0	41.00	10.00	3.00	5.15	1.58	0	9.27	4.94	1.50
hsa-miR-500b-5p	42.00	hsa-mir-500b	42.00	6.00	1.00	0	26.00	6.00	3.00	3.86	0.40	0	5.88	2.96	1.50
hsa-miR-500a-5p	66.00	hsa-mir-500b	66.00	8.00	4.00	0	41.00	10.00	3.00	5.15	1.58	0	9.27	4.94	1.50
hsa-miR-500b-3p	8.00	hsa-mir-500b	8.00	0	2.00	3.00	2.00	1.00	0	0	0.79	4.55	0.45	0.49	0
hsa-miR-501-3p	1543.00	hsa-mir-501	1543.00	78.00	293.00	68.00	456.00	459.00	189.00	50.17	115.90	103.22	103.06	226.66	94.35
hsa-miR-501-5p	25.00	hsa-mir-501	25.00	2.00	1.00	3.00	11.00	8.00	0	1.29	0.40	4.55	2.49	3.95	0
hsa-miR-5010-5p	3.00	hsa-mir-5010	3.00	0	0	1.00	0	1.00	1.00	0	0	1.52	0	0.49	0.50
hsa-miR-5010-3p	38.00	hsa-mir-5010	38.00	6.00	4.00	5.00	14.00	9.00	0	3.86	1.58	7.59	3.16	4.44	0
hsa-miR-5011-3p	0.00	hsa-mir-5011	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-5011-5p	0.00	hsa-mir-5011	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-502-3p	1265.00	hsa-mir-502	1265.00	121.00	205.00	55.00	516.00	206.00	162.00	77.83	81.09	83.49	116.62	101.73	80.87
hsa-miR-502-5p	8.00	hsa-mir-502	8.00	0	1.00	1.00	1.00	3.00	2.00	0	0.40	1.52	0.23	1.48	1.00
hsa-miR-503-3p	55.00	hsa-mir-503	55.00	5.00	27.00	2.00	10.00	10.00	1.00	3.22	10.68	3.04	2.26	4.94	0.50
hsa-miR-503-5p	17700.00	hsa-mir-503	17700.00	1469.00	3839.00	920.00	6115.00	1521.00	3836.00	944.90	1518.59	1396.56	1381.99	751.09	1914.92
hsa-miR-504-3p	0.00	hsa-mir-504	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-504-5p	8.00	hsa-mir-504	8.00	1.00	0	2.00	2.00	1.00	2.00	0.64	0	3.04	0.45	0.49	1.00
hsa-miR-5047	0.00	hsa-mir-5047	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-505-3p	266.00	hsa-mir-505	266.00	51.00	58.00	17.00	83.00	19.00	38.00	32.80	22.94	25.81	18.76	9.38	18.97
hsa-miR-505-5p	4.00	hsa-mir-505	4.00	0	0	3.00	0	1.00	0	0	0	4.55	0	0.49	0
hsa-miR-506-3p	4679.00	hsa-mir-506	4679.00	188.00	892.00	193.00	524.00	2373.00	509.00	120.93	352.85	292.97	118.42	1171.82	254.09
hsa-miR-506-5p	82.00	hsa-mir-506	82.00	16.00	20.00	4.00	11.00	18.00	13.00	10.29	7.91	6.07	2.49	8.89	6.49
hsa-miR-507	5.00	hsa-mir-507	5.00	3.00	0	2.00	0	0	0	1.93	0	3.04	0	0	0
hsa-miR-508-5p	511.00	hsa-mir-508	511.00	55.00	175.00	52.00	37.00	135.00	57.00	35.38	69.22	78.94	8.36	66.66	28.45
hsa-miR-508-3p	6673.00	hsa-mir-508	6673.00	744.00	2430.00	434.00	761.00	1628.00	676.00	478.56	961.23	658.81	171.99	803.93	337.46
hsa-miR-5087	0.00	hsa-mir-5087	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-5088-5p	1.00	hsa-mir-5088	1.00	0	0	0	0	1.00	0	0	0	0	0	0.49	0
hsa-miR-5088-3p	0.00	hsa-mir-5088	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-5089-5p	0.00	hsa-mir-5089	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-5089-3p	0.00	hsa-mir-5089	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-509-5p	939.00	hsa-mir-509-1	939.00	31.00	399.00	14.00	104.00	263.00	128.00	19.94	157.83	21.25	23.50	129.87	63.90
hsa-miR-509-3p	14557.00	hsa-mir-509-1	14557.00	1936.00	4183.00	1073.00	2320.00	4302.00	743.00	1245.29	1654.66	1628.82	524.32	2124.38	370.90
hsa-miR-509-5p	939.00	hsa-mir-509-2	939.00	31.00	399.00	14.00	104.00	263.00	128.00	19.94	157.83	21.25	23.50	129.87	63.90
hsa-miR-509-3p	14557.00	hsa-mir-509-2	14557.00	1936.00	4183.00	1073.00	2320.00	4302.00	743.00	1245.29	1654.66	1628.82	524.32	2124.38	370.90
hsa-miR-509-3-5p	2088.00	hsa-mir-509-3	2088.00	149.00	706.00	70.00	565.00	481.00	117.00	95.84	279.27	106.26	127.69	237.52	58.41
hsa-miR-509-3p	14557.00	hsa-mir-509-3	14557.00	1936.00	4183.00	1073.00	2320.00	4302.00	743.00	1245.29	1654.66	1628.82	524.32	2124.38	370.90
hsa-miR-5090	1.00	hsa-mir-5090	1.00	0	1.00	0	0	0	0	0	0.40	0	0	0	0
hsa-miR-5091	13.00	hsa-mir-5091	13.00	2.00	6.00	2.00	0	0	3.00	1.29	2.37	3.04	0	0	1.50
hsa-miR-5092	0.00	hsa-mir-5092	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-5093	0.00	hsa-mir-5093	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-5094	95.00	hsa-mir-5094	95.00	18.00	8.00	5.00	36.00	14.00	14.00	11.58	3.16	7.59	8.14	6.91	6.99
hsa-miR-510-5p	138.00	hsa-mir-510	138.00	10.00	26.00	11.00	25.00	40.00	26.00	6.43	10.28	16.70	5.65	19.75	12.98
hsa-miR-510-3p	16.00	hsa-mir-510	16.00	2.00	10.00	0	1.00	1.00	2.00	1.29	3.96	0	0.23	0.49	1.00
hsa-miR-5100	204.00	hsa-mir-5100	204.00	5.00	59.00	12.00	21.00	5.00	102.00	3.22	23.34	18.22	4.75	2.47	50.92
hsa-miR-511-3p	0.00	hsa-mir-511	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-511-5p	1.00	hsa-mir-511	1.00	0	1.00	0	0	0	0	0	0.40	0	0	0	0
hsa-miR-512-3p	0.00	hsa-mir-512-1	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-512-5p	0.00	hsa-mir-512-1	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-512-3p	0.00	hsa-mir-512-2	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-512-5p	0.00	hsa-mir-512-2	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-513a-3p	57.00	hsa-mir-513a-1	57.00	5.00	14.00	2.00	12.00	12.00	12.00	3.22	5.54	3.04	2.71	5.93	5.99
hsa-miR-513a-5p	117.00	hsa-mir-513a-1	117.00	26.00	24.00	15.00	9.00	28.00	15.00	16.72	9.49	22.77	2.03	13.83	7.49
hsa-miR-513a-3p	57.00	hsa-mir-513a-2	57.00	5.00	14.00	2.00	12.00	12.00	12.00	3.22	5.54	3.04	2.71	5.93	5.99
hsa-miR-513a-5p	117.00	hsa-mir-513a-2	117.00	26.00	24.00	15.00	9.00	28.00	15.00	16.72	9.49	22.77	2.03	13.83	7.49
hsa-miR-513b-3p	4.00	hsa-mir-513b	4.00	2.00	0	0	1.00	0	1.00	1.29	0	0	0.23	0	0.50
hsa-miR-513b-5p	58.00	hsa-mir-513b	58.00	7.00	11.00	1.00	5.00	27.00	7.00	4.50	4.35	1.52	1.13	13.33	3.49
hsa-miR-513c-5p	166.00	hsa-mir-513c	166.00	20.00	44.00	18.00	21.00	55.00	8.00	12.86	17.41	27.32	4.75	27.16	3.99
hsa-miR-513c-3p	22.00	hsa-mir-513c	22.00	2.00	2.00	1.00	3.00	7.00	7.00	1.29	0.79	1.52	0.68	3.46	3.49
hsa-miR-514a-5p	123.00	hsa-mir-514a-1	123.00	14.00	37.00	4.00	15.00	28.00	25.00	9.01	14.64	6.07	3.39	13.83	12.48
hsa-miR-514a-3p	5337.00	hsa-mir-514a-1	5337.00	449.00	2295.00	135.00	857.00	863.00	738.00	288.81	907.83	204.93	193.68	426.16	368.41
hsa-miR-514a-5p	123.00	hsa-mir-514a-2	123.00	14.00	37.00	4.00	15.00	28.00	25.00	9.01	14.64	6.07	3.39	13.83	12.48
hsa-miR-514a-3p	5337.00	hsa-mir-514a-2	5337.00	449.00	2295.00	135.00	857.00	863.00	738.00	288.81	907.83	204.93	193.68	426.16	368.41
hsa-miR-514a-5p	123.00	hsa-mir-514a-3	123.00	14.00	37.00	4.00	15.00	28.00	25.00	9.01	14.64	6.07	3.39	13.83	12.48
hsa-miR-514a-3p	5337.00	hsa-mir-514a-3	5337.00	449.00	2295.00	135.00	857.00	863.00	738.00	288.81	907.83	204.93	193.68	426.16	368.41
hsa-miR-514b-5p	24.00	hsa-mir-514b	24.00	2.00	8.00	1.00	9.00	1.00	3.00	1.29	3.16	1.52	2.03	0.49	1.50
hsa-miR-514b-3p	35.00	hsa-mir-514b	35.00	4.00	12.00	5.00	6.00	6.00	2.00	2.57	4.75	7.59	1.36	2.96	1.00
hsa-miR-515-5p	0.00	hsa-mir-515-1	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-515-3p	0.00	hsa-mir-515-1	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-515-5p	0.00	hsa-mir-515-2	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-515-3p	0.00	hsa-mir-515-2	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-516a-5p	0.00	hsa-mir-516a-1	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-516a-3p	0.00	hsa-mir-516a-1	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-516b-3p	0.00	hsa-mir-516a-1	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-516a-5p	0.00	hsa-mir-516a-2	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-516a-3p	0.00	hsa-mir-516a-2	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-516b-3p	0.00	hsa-mir-516a-2	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-516a-3p	0.00	hsa-mir-516b-1	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-516b-3p	0.00	hsa-mir-516b-1	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-516b-5p	0.00	hsa-mir-516b-1	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-516a-3p	0.00	hsa-mir-516b-2	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-516b-3p	0.00	hsa-mir-516b-2	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-516b-5p	0.00	hsa-mir-516b-2	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-517a-3p	0.00	hsa-mir-517a	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-517b-3p	0.00	hsa-mir-517a	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-517-5p	0.00	hsa-mir-517a	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-517a-3p	0.00	hsa-mir-517b	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-517b-3p	0.00	hsa-mir-517b	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-517-5p	0.00	hsa-mir-517b	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-517-5p	0.00	hsa-mir-517c	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-517c-3p	0.00	hsa-mir-517c	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-5186	0.00	hsa-mir-5186	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-5187-5p	0.00	hsa-mir-5187	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-5187-3p	1.00	hsa-mir-5187	1.00	0	0	1.00	0	0	0	0	0	1.52	0	0	0
hsa-miR-5188	0.00	hsa-mir-5188	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-5189-3p	2.00	hsa-mir-5189	2.00	0	0	0	0	2.00	0	0	0	0	0	0.99	0
hsa-miR-5189-5p	3.00	hsa-mir-5189	3.00	1.00	0	0	1.00	1.00	0	0.64	0	0	0.23	0.49	0
hsa-miR-518a-5p	0.00	hsa-mir-518a-1	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-527	0.00	hsa-mir-518a-1	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-518a-3p	0.00	hsa-mir-518a-1	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-518a-5p	0.00	hsa-mir-518a-2	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-527	0.00	hsa-mir-518a-2	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-518a-3p	0.00	hsa-mir-518a-2	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-518b	0.00	hsa-mir-518b	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-518c-5p	0.00	hsa-mir-518c	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-518c-3p	0.00	hsa-mir-518c	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-526a-5p	0.00	hsa-mir-518d	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-520c-5p	0.00	hsa-mir-518d	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-518d-3p	0.00	hsa-mir-518d	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-518d-5p	0.00	hsa-mir-518d	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-522-5p	0.00	hsa-mir-518e	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-518e-3p	0.00	hsa-mir-518e	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-518e-5p	0.00	hsa-mir-518e	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-519a-5p	0.00	hsa-mir-518e	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-523-5p	0.00	hsa-mir-518e	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-519b-5p	0.00	hsa-mir-518e	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-519c-5p	0.00	hsa-mir-518e	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-518f-3p	0.00	hsa-mir-518f	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-518f-5p	0.00	hsa-mir-518f	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-5190	2.00	hsa-mir-5190	2.00	0	0	0	2.00	0	0	0	0	0	0.45	0	0
hsa-miR-5191	2.00	hsa-mir-5191	2.00	2.00	0	0	0	0	0	1.29	0	0	0	0	0
hsa-miR-5192	0.00	hsa-mir-5192	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-5193	1.00	hsa-mir-5193	1.00	0	0	1.00	0	0	0	0	0	1.52	0	0	0
hsa-miR-5194	0.00	hsa-mir-5194	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-5195-5p	0.00	hsa-mir-5195	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-5195-3p	0.00	hsa-mir-5195	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-5196-3p	3.00	hsa-mir-5196	3.00	1.00	0	0	1.00	0	1.00	0.64	0	0	0.23	0	0.50
hsa-miR-5196-5p	0.00	hsa-mir-5196	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-5197-5p	1.00	hsa-mir-5197	1.00	0	0	0	1.00	0	0	0	0	0	0.23	0	0
hsa-miR-5197-3p	0.00	hsa-mir-5197	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-522-5p	0.00	hsa-mir-519a-1	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-519a-3p	0.00	hsa-mir-519a-1	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-518e-5p	0.00	hsa-mir-519a-1	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-519a-5p	0.00	hsa-mir-519a-1	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-523-5p	0.00	hsa-mir-519a-1	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-519b-5p	0.00	hsa-mir-519a-1	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-519c-5p	0.00	hsa-mir-519a-1	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-519a-3p	0.00	hsa-mir-519a-2	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-519a-2-5p	0.00	hsa-mir-519a-2	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-520b-5p	0.00	hsa-mir-519a-2	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-522-5p	0.00	hsa-mir-519b	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-519b-3p	0.00	hsa-mir-519b	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-518e-5p	0.00	hsa-mir-519b	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-519a-5p	0.00	hsa-mir-519b	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-523-5p	0.00	hsa-mir-519b	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-519b-5p	0.00	hsa-mir-519b	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-519c-5p	0.00	hsa-mir-519b	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-522-5p	0.00	hsa-mir-519c	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-518e-5p	0.00	hsa-mir-519c	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-519a-5p	0.00	hsa-mir-519c	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-519c-3p	0.00	hsa-mir-519c	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-523-5p	0.00	hsa-mir-519c	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-519b-5p	0.00	hsa-mir-519c	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-519c-5p	0.00	hsa-mir-519c	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-519d-3p	0.00	hsa-mir-519d	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-519d-5p	0.00	hsa-mir-519d	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-519e-5p	0.00	hsa-mir-519e	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-519e-3p	0.00	hsa-mir-519e	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-520a-3p	0.00	hsa-mir-520a	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-520a-5p	0.00	hsa-mir-520a	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-519a-2-5p	0.00	hsa-mir-520b	0.00	0	0	0	0	0	0	0	0	0	0	0	0
